ID	Target	Stance	Dataset
2302	Donald Trump	NONE	mtsd
2303	Donald Trump	FAVOR	mtsd
2304	Donald Trump	AGAINST	mtsd
2305	Donald Trump	FAVOR	mtsd
2306	Donald Trump	FAVOR	mtsd
2307	Donald Trump	NONE	mtsd
2308	Donald Trump	AGAINST	mtsd
2309	Donald Trump	FAVOR	mtsd
2310	Donald Trump	FAVOR	mtsd
2311	Donald Trump	NONE	mtsd
2312	Donald Trump	FAVOR	mtsd
2313	Donald Trump	FAVOR	mtsd
2314	Donald Trump	NONE	mtsd
2315	Donald Trump	AGAINST	mtsd
2316	Donald Trump	AGAINST	mtsd
2317	Donald Trump	NONE	mtsd
2318	Donald Trump	FAVOR	mtsd
2319	Donald Trump	NONE	mtsd
2320	Donald Trump	NONE	mtsd
2321	Donald Trump	FAVOR	mtsd
2322	Donald Trump	AGAINST	mtsd
2323	Donald Trump	FAVOR	mtsd
2324	Donald Trump	FAVOR	mtsd
2325	Donald Trump	FAVOR	mtsd
2326	Donald Trump	AGAINST	mtsd
2327	Donald Trump	FAVOR	mtsd
2328	Donald Trump	FAVOR	mtsd
2329	Donald Trump	FAVOR	mtsd
2330	Donald Trump	FAVOR	mtsd
2331	Donald Trump	FAVOR	mtsd
2332	Donald Trump	FAVOR	mtsd
2333	Donald Trump	NONE	mtsd
2334	Donald Trump	AGAINST	mtsd
2335	Donald Trump	FAVOR	mtsd
2336	Donald Trump	NONE	mtsd
2337	Donald Trump	NONE	mtsd
2338	Donald Trump	NONE	mtsd
2339	Donald Trump	FAVOR	mtsd
2340	Donald Trump	AGAINST	mtsd
2341	Donald Trump	FAVOR	mtsd
2342	Donald Trump	FAVOR	mtsd
2343	Donald Trump	AGAINST	mtsd
2344	Donald Trump	FAVOR	mtsd
2345	Donald Trump	AGAINST	mtsd
2346	Donald Trump	NONE	mtsd
2347	Donald Trump	NONE	mtsd
2348	Donald Trump	FAVOR	mtsd
2349	Donald Trump	AGAINST	mtsd
2350	Donald Trump	NONE	mtsd
2351	Donald Trump	NONE	mtsd
2352	Donald Trump	FAVOR	mtsd
2353	Donald Trump	FAVOR	mtsd
2354	Donald Trump	FAVOR	mtsd
2355	Donald Trump	FAVOR	mtsd
2356	Donald Trump	NONE	mtsd
2357	Donald Trump	NONE	mtsd
2358	Donald Trump	AGAINST	mtsd
2359	Donald Trump	AGAINST	mtsd
2360	Donald Trump	FAVOR	mtsd
2361	Donald Trump	FAVOR	mtsd
2362	Donald Trump	AGAINST	mtsd
2363	Donald Trump	FAVOR	mtsd
2364	Donald Trump	FAVOR	mtsd
2365	Donald Trump	AGAINST	mtsd
2366	Donald Trump	AGAINST	mtsd
2367	Donald Trump	AGAINST	mtsd
2368	Donald Trump	AGAINST	mtsd
2369	Donald Trump	FAVOR	mtsd
2370	Donald Trump	AGAINST	mtsd
2371	Donald Trump	AGAINST	mtsd
2372	Donald Trump	AGAINST	mtsd
2373	Donald Trump	AGAINST	mtsd
2374	Donald Trump	AGAINST	mtsd
2375	Donald Trump	FAVOR	mtsd
2376	Donald Trump	AGAINST	mtsd
2377	Donald Trump	FAVOR	mtsd
2378	Donald Trump	NONE	mtsd
2379	Donald Trump	FAVOR	mtsd
2380	Donald Trump	AGAINST	mtsd
2381	Donald Trump	FAVOR	mtsd
2382	Donald Trump	AGAINST	mtsd
2383	Donald Trump	AGAINST	mtsd
2384	Donald Trump	FAVOR	mtsd
2385	Donald Trump	FAVOR	mtsd
2386	Donald Trump	FAVOR	mtsd
2387	Donald Trump	AGAINST	mtsd
2388	Donald Trump	AGAINST	mtsd
2389	Donald Trump	AGAINST	mtsd
2390	Donald Trump	AGAINST	mtsd
2391	Donald Trump	AGAINST	mtsd
2392	Donald Trump	FAVOR	mtsd
2393	Donald Trump	AGAINST	mtsd
2394	Donald Trump	FAVOR	mtsd
2395	Donald Trump	NONE	mtsd
2396	Donald Trump	AGAINST	mtsd
2397	Donald Trump	FAVOR	mtsd
2398	Donald Trump	FAVOR	mtsd
2399	Donald Trump	FAVOR	mtsd
2400	Donald Trump	AGAINST	mtsd
2401	Donald Trump	FAVOR	mtsd
2402	Donald Trump	NONE	mtsd
2403	Donald Trump	AGAINST	mtsd
2404	Donald Trump	FAVOR	mtsd
2405	Donald Trump	FAVOR	mtsd
2406	Donald Trump	FAVOR	mtsd
2407	Donald Trump	AGAINST	mtsd
2408	Donald Trump	FAVOR	mtsd
2409	Donald Trump	FAVOR	mtsd
2410	Donald Trump	FAVOR	mtsd
2411	Donald Trump	NONE	mtsd
2412	Donald Trump	FAVOR	mtsd
2413	Hillary Clinton	AGAINST	mtsd
2414	Donald Trump	FAVOR	mtsd
2415	Hillary Clinton	AGAINST	mtsd
2416	Donald Trump	FAVOR	mtsd
2417	Donald Trump	FAVOR	mtsd
2418	Donald Trump	FAVOR	mtsd
2419	Donald Trump	NONE	mtsd
2420	Donald Trump	AGAINST	mtsd
2421	Donald Trump	FAVOR	mtsd
2422	Donald Trump	FAVOR	mtsd
2423	Donald Trump	AGAINST	mtsd
2424	Donald Trump	FAVOR	mtsd
2425	Donald Trump	FAVOR	mtsd
2426	Donald Trump	FAVOR	mtsd
2427	Donald Trump	NONE	mtsd
2428	Donald Trump	FAVOR	mtsd
2429	Donald Trump	FAVOR	mtsd
2430	Donald Trump	FAVOR	mtsd
2431	Donald Trump	NONE	mtsd
2432	Donald Trump	NONE	mtsd
2433	Donald Trump	FAVOR	mtsd
2434	Donald Trump	FAVOR	mtsd
2435	Donald Trump	AGAINST	mtsd
2436	Donald Trump	NONE	mtsd
2437	Donald Trump	FAVOR	mtsd
2438	Donald Trump	NONE	mtsd
2439	Donald Trump	AGAINST	mtsd
2440	Donald Trump	NONE	mtsd
2441	Donald Trump	NONE	mtsd
2442	Donald Trump	FAVOR	mtsd
2443	Donald Trump	FAVOR	mtsd
2444	Donald Trump	FAVOR	mtsd
2445	Donald Trump	FAVOR	mtsd
2446	Donald Trump	FAVOR	mtsd
2447	Donald Trump	FAVOR	mtsd
2448	Donald Trump	FAVOR	mtsd
2449	Donald Trump	FAVOR	mtsd
2450	Donald Trump	FAVOR	mtsd
2451	Donald Trump	FAVOR	mtsd
2452	Donald Trump	FAVOR	mtsd
2453	Donald Trump	AGAINST	mtsd
2454	Donald Trump	NONE	mtsd
2455	Donald Trump	FAVOR	mtsd
2456	Donald Trump	FAVOR	mtsd
2457	Donald Trump	FAVOR	mtsd
2458	Donald Trump	NONE	mtsd
2459	Donald Trump	NONE	mtsd
2460	Donald Trump	NONE	mtsd
2461	Donald Trump	FAVOR	mtsd
2462	Donald Trump	FAVOR	mtsd
2463	Donald Trump	FAVOR	mtsd
2464	Donald Trump	FAVOR	mtsd
2465	Donald Trump	AGAINST	mtsd
2466	Donald Trump	FAVOR	mtsd
2467	Donald Trump	FAVOR	mtsd
2468	Donald Trump	AGAINST	mtsd
2469	Donald Trump	FAVOR	mtsd
2470	Donald Trump	FAVOR	mtsd
2471	Donald Trump	FAVOR	mtsd
2472	Donald Trump	FAVOR	mtsd
2473	Donald Trump	NONE	mtsd
2474	Donald Trump	AGAINST	mtsd
2475	Donald Trump	FAVOR	mtsd
2476	Donald Trump	FAVOR	mtsd
2477	Donald Trump	FAVOR	mtsd
2478	Donald Trump	FAVOR	mtsd
2479	Donald Trump	FAVOR	mtsd
2480	Donald Trump	FAVOR	mtsd
2481	Donald Trump	FAVOR	mtsd
2482	Donald Trump	FAVOR	mtsd
2483	Donald Trump	FAVOR	mtsd
2484	Donald Trump	FAVOR	mtsd
2485	Donald Trump	AGAINST	mtsd
2486	Donald Trump	AGAINST	mtsd
2487	Donald Trump	AGAINST	mtsd
2488	Donald Trump	AGAINST	mtsd
2489	Donald Trump	NONE	mtsd
2490	Donald Trump	FAVOR	mtsd
2491	Donald Trump	AGAINST	mtsd
2492	Donald Trump	FAVOR	mtsd
2493	Donald Trump	NONE	mtsd
2494	Donald Trump	FAVOR	mtsd
2495	Donald Trump	AGAINST	mtsd
2496	Donald Trump	AGAINST	mtsd
2497	Donald Trump	NONE	mtsd
2498	Donald Trump	FAVOR	mtsd
2499	Donald Trump	NONE	mtsd
2500	Donald Trump	AGAINST	mtsd
2501	Donald Trump	AGAINST	mtsd
2502	Donald Trump	FAVOR	mtsd
2503	Donald Trump	FAVOR	mtsd
2504	Donald Trump	AGAINST	mtsd
2505	Donald Trump	FAVOR	mtsd
2506	Donald Trump	AGAINST	mtsd
2507	Donald Trump	FAVOR	mtsd
2508	Donald Trump	FAVOR	mtsd
2509	Donald Trump	FAVOR	mtsd
2510	Donald Trump	NONE	mtsd
2511	Donald Trump	AGAINST	mtsd
2512	Donald Trump	FAVOR	mtsd
2513	Donald Trump	FAVOR	mtsd
2514	Donald Trump	NONE	mtsd
2515	Donald Trump	AGAINST	mtsd
2516	Donald Trump	NONE	mtsd
2517	Donald Trump	AGAINST	mtsd
2518	Donald Trump	AGAINST	mtsd
2519	Donald Trump	AGAINST	mtsd
2520	Donald Trump	FAVOR	mtsd
2521	Donald Trump	FAVOR	mtsd
2522	Donald Trump	FAVOR	mtsd
2523	Donald Trump	NONE	mtsd
2524	Donald Trump	FAVOR	mtsd
2525	Donald Trump	FAVOR	mtsd
2526	Donald Trump	AGAINST	mtsd
2527	Donald Trump	NONE	mtsd
2528	Donald Trump	AGAINST	mtsd
2529	Donald Trump	AGAINST	mtsd
2530	Donald Trump	FAVOR	mtsd
2531	Donald Trump	AGAINST	mtsd
2532	Donald Trump	FAVOR	mtsd
2533	Donald Trump	FAVOR	mtsd
2534	Donald Trump	AGAINST	mtsd
2535	Donald Trump	AGAINST	mtsd
2536	Donald Trump	FAVOR	mtsd
2537	Donald Trump	NONE	mtsd
2538	Donald Trump	NONE	mtsd
2539	Donald Trump	FAVOR	mtsd
2540	Donald Trump	FAVOR	mtsd
2541	Donald Trump	FAVOR	mtsd
2542	Donald Trump	AGAINST	mtsd
2543	Donald Trump	FAVOR	mtsd
2544	Donald Trump	NONE	mtsd
2545	Donald Trump	FAVOR	mtsd
2546	Donald Trump	FAVOR	mtsd
2547	Donald Trump	FAVOR	mtsd
2548	Donald Trump	FAVOR	mtsd
2549	Hillary Clinton	AGAINST	mtsd
2550	Donald Trump	FAVOR	mtsd
2551	Hillary Clinton	AGAINST	mtsd
2552	Donald Trump	NONE	mtsd
2553	Donald Trump	FAVOR	mtsd
2554	Donald Trump	AGAINST	mtsd
2555	Donald Trump	FAVOR	mtsd
2556	Donald Trump	FAVOR	mtsd
2557	Donald Trump	FAVOR	mtsd
2558	Donald Trump	NONE	mtsd
2559	Hillary Clinton	NONE	mtsd
2560	Donald Trump	NONE	mtsd
2561	Hillary Clinton	NONE	mtsd
2562	Donald Trump	FAVOR	mtsd
2563	Donald Trump	FAVOR	mtsd
2564	Donald Trump	FAVOR	mtsd
2565	Donald Trump	FAVOR	mtsd
2566	Donald Trump	FAVOR	mtsd
2567	Donald Trump	FAVOR	mtsd
2568	Donald Trump	FAVOR	mtsd
2569	Donald Trump	FAVOR	mtsd
2570	Donald Trump	FAVOR	mtsd
2571	Donald Trump	FAVOR	mtsd
2572	Donald Trump	AGAINST	mtsd
2573	Donald Trump	AGAINST	mtsd
2574	Donald Trump	FAVOR	mtsd
2575	Donald Trump	FAVOR	mtsd
2576	Donald Trump	NONE	mtsd
2577	Donald Trump	FAVOR	mtsd
2578	Donald Trump	AGAINST	mtsd
2579	Donald Trump	FAVOR	mtsd
2580	Donald Trump	FAVOR	mtsd
2581	Donald Trump	AGAINST	mtsd
2582	Donald Trump	FAVOR	mtsd
2583	Donald Trump	FAVOR	mtsd
2584	Donald Trump	AGAINST	mtsd
2585	Donald Trump	NONE	mtsd
2586	Donald Trump	FAVOR	mtsd
2587	Donald Trump	FAVOR	mtsd
2588	Donald Trump	FAVOR	mtsd
2589	Donald Trump	FAVOR	mtsd
2590	Donald Trump	NONE	mtsd
2591	Donald Trump	NONE	mtsd
2592	Donald Trump	FAVOR	mtsd
2593	Donald Trump	FAVOR	mtsd
2594	Donald Trump	FAVOR	mtsd
2595	Donald Trump	FAVOR	mtsd
2596	Donald Trump	FAVOR	mtsd
2597	Donald Trump	NONE	mtsd
2598	Donald Trump	FAVOR	mtsd
2599	Donald Trump	NONE	mtsd
2600	Donald Trump	AGAINST	mtsd
2601	Donald Trump	FAVOR	mtsd
2602	Donald Trump	FAVOR	mtsd
2603	Donald Trump	FAVOR	mtsd
2604	Donald Trump	FAVOR	mtsd
2605	Donald Trump	NONE	mtsd
2606	Donald Trump	AGAINST	mtsd
2607	Donald Trump	AGAINST	mtsd
2608	Donald Trump	AGAINST	mtsd
2609	Donald Trump	FAVOR	mtsd
2610	Donald Trump	AGAINST	mtsd
2611	Donald Trump	FAVOR	mtsd
2612	Donald Trump	AGAINST	mtsd
2613	Donald Trump	FAVOR	mtsd
2614	Donald Trump	FAVOR	mtsd
2615	Donald Trump	FAVOR	mtsd
2616	Donald Trump	FAVOR	mtsd
2617	Donald Trump	NONE	mtsd
2618	Donald Trump	FAVOR	mtsd
2619	Donald Trump	AGAINST	mtsd
2620	Donald Trump	FAVOR	mtsd
2621	Donald Trump	AGAINST	mtsd
2622	Donald Trump	AGAINST	mtsd
2623	Donald Trump	NONE	mtsd
2624	Donald Trump	AGAINST	mtsd
2625	Donald Trump	FAVOR	mtsd
2626	Donald Trump	AGAINST	mtsd
2627	Donald Trump	AGAINST	mtsd
2628	Donald Trump	FAVOR	mtsd
2629	Donald Trump	NONE	mtsd
2630	Donald Trump	FAVOR	mtsd
2631	Donald Trump	FAVOR	mtsd
2632	Donald Trump	NONE	mtsd
2633	Donald Trump	AGAINST	mtsd
2634	Hillary Clinton	NONE	mtsd
2635	Donald Trump	AGAINST	mtsd
2636	Hillary Clinton	NONE	mtsd
2637	Donald Trump	FAVOR	mtsd
2638	Donald Trump	FAVOR	mtsd
2639	Donald Trump	FAVOR	mtsd
2640	Donald Trump	FAVOR	mtsd
2641	Donald Trump	FAVOR	mtsd
2642	Donald Trump	FAVOR	mtsd
2643	Donald Trump	FAVOR	mtsd
2644	Donald Trump	FAVOR	mtsd
2645	Donald Trump	FAVOR	mtsd
2646	Donald Trump	FAVOR	mtsd
2647	Donald Trump	FAVOR	mtsd
2648	Donald Trump	FAVOR	mtsd
2649	Donald Trump	AGAINST	mtsd
2650	Donald Trump	NONE	mtsd
2651	Donald Trump	FAVOR	mtsd
2652	Donald Trump	AGAINST	mtsd
2653	Donald Trump	AGAINST	mtsd
2654	Donald Trump	NONE	mtsd
2655	Donald Trump	AGAINST	mtsd
2656	Donald Trump	AGAINST	mtsd
2657	Donald Trump	AGAINST	mtsd
2658	Donald Trump	NONE	mtsd
2659	Donald Trump	NONE	mtsd
2660	Donald Trump	FAVOR	mtsd
2661	Donald Trump	NONE	mtsd
2662	Donald Trump	AGAINST	mtsd
2663	Donald Trump	FAVOR	mtsd
2664	Donald Trump	NONE	mtsd
2665	Donald Trump	NONE	mtsd
2666	Donald Trump	FAVOR	mtsd
2667	Donald Trump	AGAINST	mtsd
2668	Donald Trump	AGAINST	mtsd
2669	Donald Trump	AGAINST	mtsd
2670	Donald Trump	NONE	mtsd
2671	Donald Trump	FAVOR	mtsd
2672	Donald Trump	FAVOR	mtsd
2673	Donald Trump	FAVOR	mtsd
2674	Donald Trump	NONE	mtsd
2675	Donald Trump	AGAINST	mtsd
2676	Donald Trump	NONE	mtsd
2677	Donald Trump	NONE	mtsd
2678	Donald Trump	FAVOR	mtsd
2679	Donald Trump	FAVOR	mtsd
2680	Donald Trump	FAVOR	mtsd
2681	Donald Trump	FAVOR	mtsd
2682	Donald Trump	FAVOR	mtsd
2683	Donald Trump	AGAINST	mtsd
2684	Donald Trump	AGAINST	mtsd
2685	Donald Trump	NONE	mtsd
2686	Donald Trump	AGAINST	mtsd
2687	Donald Trump	NONE	mtsd
2688	Donald Trump	FAVOR	mtsd
2689	Donald Trump	FAVOR	mtsd
2690	Donald Trump	FAVOR	mtsd
2691	Donald Trump	NONE	mtsd
2692	Donald Trump	FAVOR	mtsd
2693	Donald Trump	NONE	mtsd
2694	Donald Trump	FAVOR	mtsd
2695	Donald Trump	NONE	mtsd
2696	Donald Trump	FAVOR	mtsd
2697	Donald Trump	NONE	mtsd
2698	Donald Trump	AGAINST	mtsd
2699	Donald Trump	FAVOR	mtsd
2700	Donald Trump	NONE	mtsd
2701	Hillary Clinton	NONE	mtsd
2702	Donald Trump	NONE	mtsd
2703	Hillary Clinton	NONE	mtsd
2704	Donald Trump	NONE	mtsd
2705	Donald Trump	FAVOR	mtsd
2706	Donald Trump	NONE	mtsd
2707	Donald Trump	NONE	mtsd
2708	Donald Trump	NONE	mtsd
2709	Donald Trump	NONE	mtsd
2710	Donald Trump	NONE	mtsd
2711	Donald Trump	NONE	mtsd
2712	Donald Trump	NONE	mtsd
2713	Donald Trump	NONE	mtsd
2714	Donald Trump	NONE	mtsd
2715	Donald Trump	AGAINST	mtsd
2716	Donald Trump	FAVOR	mtsd
2717	Donald Trump	AGAINST	mtsd
2718	Donald Trump	FAVOR	mtsd
2719	Donald Trump	FAVOR	mtsd
2720	Donald Trump	NONE	mtsd
2721	Donald Trump	AGAINST	mtsd
2722	Donald Trump	FAVOR	mtsd
2723	Donald Trump	FAVOR	mtsd
2724	Donald Trump	NONE	mtsd
2725	Donald Trump	NONE	mtsd
2726	Donald Trump	AGAINST	mtsd
2727	Donald Trump	FAVOR	mtsd
2728	Donald Trump	AGAINST	mtsd
2729	Donald Trump	AGAINST	mtsd
2730	Donald Trump	FAVOR	mtsd
2731	Donald Trump	AGAINST	mtsd
2732	Donald Trump	NONE	mtsd
2733	Donald Trump	NONE	mtsd
2734	Donald Trump	FAVOR	mtsd
2735	Donald Trump	FAVOR	mtsd
2736	Donald Trump	NONE	mtsd
2737	Donald Trump	AGAINST	mtsd
2738	Donald Trump	NONE	mtsd
2739	Donald Trump	NONE	mtsd
2740	Donald Trump	AGAINST	mtsd
2741	Donald Trump	FAVOR	mtsd
2742	Donald Trump	AGAINST	mtsd
2743	Donald Trump	FAVOR	mtsd
2744	Donald Trump	FAVOR	mtsd
2745	Donald Trump	NONE	mtsd
2746	Donald Trump	AGAINST	mtsd
2747	Donald Trump	FAVOR	mtsd
2748	Donald Trump	NONE	mtsd
2749	Donald Trump	AGAINST	mtsd
2750	Donald Trump	FAVOR	mtsd
2751	Donald Trump	NONE	mtsd
2752	Donald Trump	NONE	mtsd
2753	Donald Trump	NONE	mtsd
2754	Donald Trump	FAVOR	mtsd
2755	Donald Trump	NONE	mtsd
2756	Donald Trump	NONE	mtsd
2757	Donald Trump	FAVOR	mtsd
2758	Donald Trump	AGAINST	mtsd
2759	Donald Trump	NONE	mtsd
2760	Donald Trump	AGAINST	mtsd
2761	Donald Trump	AGAINST	mtsd
2762	Donald Trump	AGAINST	mtsd
2763	Donald Trump	AGAINST	mtsd
2764	Donald Trump	NONE	mtsd
2765	Donald Trump	NONE	mtsd
2766	Donald Trump	NONE	mtsd
2767	Donald Trump	FAVOR	mtsd
2768	Donald Trump	FAVOR	mtsd
2769	Donald Trump	AGAINST	mtsd
2770	Donald Trump	NONE	mtsd
2771	Donald Trump	NONE	mtsd
2772	Donald Trump	NONE	mtsd
2773	Donald Trump	NONE	mtsd
2774	Donald Trump	NONE	mtsd
2775	Donald Trump	AGAINST	mtsd
2776	Donald Trump	AGAINST	mtsd
2777	Donald Trump	FAVOR	mtsd
2778	Donald Trump	AGAINST	mtsd
2779	Donald Trump	FAVOR	mtsd
2780	Donald Trump	NONE	mtsd
2781	Donald Trump	NONE	mtsd
2782	Donald Trump	NONE	mtsd
2783	Donald Trump	NONE	mtsd
2784	Donald Trump	NONE	mtsd
2785	Hillary Clinton	FAVOR	mtsd
2786	Donald Trump	NONE	mtsd
2787	Hillary Clinton	FAVOR	mtsd
2788	Donald Trump	FAVOR	mtsd
2789	Donald Trump	NONE	mtsd
2790	Donald Trump	FAVOR	mtsd
2791	Donald Trump	NONE	mtsd
2792	Donald Trump	AGAINST	mtsd
2793	Donald Trump	NONE	mtsd
2794	Donald Trump	FAVOR	mtsd
2795	Donald Trump	AGAINST	mtsd
2796	Donald Trump	NONE	mtsd
2797	Donald Trump	NONE	mtsd
2798	Donald Trump	NONE	mtsd
2799	Donald Trump	NONE	mtsd
2800	Donald Trump	NONE	mtsd
2801	Donald Trump	AGAINST	mtsd
2802	Donald Trump	NONE	mtsd
2803	Donald Trump	FAVOR	mtsd
2804	Donald Trump	FAVOR	mtsd
2805	Donald Trump	AGAINST	mtsd
2806	Donald Trump	NONE	mtsd
2807	Donald Trump	NONE	mtsd
2808	Donald Trump	NONE	mtsd
2809	Donald Trump	FAVOR	mtsd
2810	Donald Trump	NONE	mtsd
2811	Donald Trump	NONE	mtsd
2812	Donald Trump	NONE	mtsd
2813	Donald Trump	AGAINST	mtsd
2814	Donald Trump	FAVOR	mtsd
2815	Donald Trump	FAVOR	mtsd
2816	Donald Trump	NONE	mtsd
2817	Donald Trump	NONE	mtsd
2818	Donald Trump	NONE	mtsd
2819	Donald Trump	NONE	mtsd
2820	Donald Trump	FAVOR	mtsd
2821	Donald Trump	NONE	mtsd
2822	Donald Trump	FAVOR	mtsd
2823	Donald Trump	FAVOR	mtsd
2824	Donald Trump	NONE	mtsd
2825	Donald Trump	FAVOR	mtsd
2826	Donald Trump	FAVOR	mtsd
2827	Donald Trump	FAVOR	mtsd
2828	Donald Trump	FAVOR	mtsd
2829	Donald Trump	NONE	mtsd
2830	Donald Trump	NONE	mtsd
2831	Donald Trump	NONE	mtsd
2832	Donald Trump	NONE	mtsd
2833	Donald Trump	NONE	mtsd
2834	Donald Trump	FAVOR	mtsd
2835	Donald Trump	FAVOR	mtsd
2836	Donald Trump	FAVOR	mtsd
2837	Donald Trump	AGAINST	mtsd
2838	Donald Trump	NONE	mtsd
2839	Donald Trump	FAVOR	mtsd
2840	Donald Trump	NONE	mtsd
2841	Donald Trump	NONE	mtsd
2842	Donald Trump	FAVOR	mtsd
2843	Donald Trump	AGAINST	mtsd
2844	Donald Trump	FAVOR	mtsd
2845	Donald Trump	FAVOR	mtsd
2846	Donald Trump	NONE	mtsd
2847	Donald Trump	AGAINST	mtsd
2848	Donald Trump	FAVOR	mtsd
2849	Donald Trump	AGAINST	mtsd
2850	Donald Trump	FAVOR	mtsd
2851	Donald Trump	AGAINST	mtsd
2852	Donald Trump	FAVOR	mtsd
2853	Donald Trump	FAVOR	mtsd
2854	Donald Trump	FAVOR	mtsd
2855	Donald Trump	FAVOR	mtsd
2856	Donald Trump	FAVOR	mtsd
2857	Donald Trump	FAVOR	mtsd
2858	Donald Trump	NONE	mtsd
2859	Donald Trump	NONE	mtsd
2860	Donald Trump	NONE	mtsd
2861	Donald Trump	FAVOR	mtsd
2862	Donald Trump	FAVOR	mtsd
2863	Donald Trump	FAVOR	mtsd
2864	Donald Trump	FAVOR	mtsd
2865	Donald Trump	NONE	mtsd
2866	Donald Trump	FAVOR	mtsd
2867	Donald Trump	FAVOR	mtsd
2868	Donald Trump	FAVOR	mtsd
2869	Donald Trump	FAVOR	mtsd
2870	Donald Trump	NONE	mtsd
2871	Donald Trump	FAVOR	mtsd
2872	Donald Trump	FAVOR	mtsd
2873	Donald Trump	AGAINST	mtsd
2874	Donald Trump	NONE	mtsd
2875	Donald Trump	NONE	mtsd
2876	Donald Trump	AGAINST	mtsd
2877	Donald Trump	AGAINST	mtsd
2878	Donald Trump	NONE	mtsd
2879	Donald Trump	AGAINST	mtsd
2880	Donald Trump	FAVOR	mtsd
2881	Donald Trump	AGAINST	mtsd
2882	Donald Trump	FAVOR	mtsd
2883	Donald Trump	FAVOR	mtsd
2884	Donald Trump	FAVOR	mtsd
2885	Donald Trump	FAVOR	mtsd
2886	Donald Trump	NONE	mtsd
2887	Donald Trump	FAVOR	mtsd
2888	Donald Trump	AGAINST	mtsd
2889	Donald Trump	AGAINST	mtsd
2890	Donald Trump	NONE	mtsd
2891	Donald Trump	FAVOR	mtsd
2892	Donald Trump	FAVOR	mtsd
2893	Donald Trump	AGAINST	mtsd
2894	Donald Trump	FAVOR	mtsd
2895	Donald Trump	NONE	mtsd
2896	Donald Trump	FAVOR	mtsd
2897	Donald Trump	FAVOR	mtsd
2898	Donald Trump	FAVOR	mtsd
2899	Donald Trump	AGAINST	mtsd
2900	Donald Trump	FAVOR	mtsd
2901	Donald Trump	NONE	mtsd
2902	Donald Trump	FAVOR	mtsd
2903	Donald Trump	AGAINST	mtsd
2904	Donald Trump	FAVOR	mtsd
2905	Donald Trump	FAVOR	mtsd
2906	Donald Trump	AGAINST	mtsd
2907	Donald Trump	FAVOR	mtsd
2908	Donald Trump	AGAINST	mtsd
2909	Donald Trump	AGAINST	mtsd
2910	Donald Trump	NONE	mtsd
2911	Donald Trump	AGAINST	mtsd
2912	Donald Trump	AGAINST	mtsd
2913	Donald Trump	AGAINST	mtsd
2914	Donald Trump	AGAINST	mtsd
2915	Donald Trump	AGAINST	mtsd
2916	Donald Trump	AGAINST	mtsd
2917	Donald Trump	FAVOR	mtsd
2918	Donald Trump	AGAINST	mtsd
2919	Donald Trump	NONE	mtsd
2920	Donald Trump	AGAINST	mtsd
2921	Donald Trump	AGAINST	mtsd
2922	Donald Trump	FAVOR	mtsd
2923	Donald Trump	FAVOR	mtsd
2924	Donald Trump	FAVOR	mtsd
2925	Donald Trump	AGAINST	mtsd
2926	Donald Trump	FAVOR	mtsd
2927	Donald Trump	FAVOR	mtsd
2928	Donald Trump	AGAINST	mtsd
2929	Donald Trump	AGAINST	mtsd
2930	Donald Trump	FAVOR	mtsd
2931	Donald Trump	FAVOR	mtsd
2932	Donald Trump	AGAINST	mtsd
2933	Donald Trump	FAVOR	mtsd
2934	Donald Trump	FAVOR	mtsd
2935	Donald Trump	AGAINST	mtsd
2936	Donald Trump	FAVOR	mtsd
2937	Donald Trump	AGAINST	mtsd
2938	Donald Trump	AGAINST	mtsd
2939	Donald Trump	NONE	mtsd
2940	Donald Trump	AGAINST	mtsd
2941	Donald Trump	AGAINST	mtsd
2942	Donald Trump	AGAINST	mtsd
2943	Donald Trump	FAVOR	mtsd
2944	Donald Trump	AGAINST	mtsd
2945	Donald Trump	AGAINST	mtsd
2946	Donald Trump	AGAINST	mtsd
2947	Donald Trump	AGAINST	mtsd
2948	Donald Trump	FAVOR	mtsd
2949	Donald Trump	AGAINST	mtsd
2950	Donald Trump	FAVOR	mtsd
2951	Donald Trump	AGAINST	mtsd
2952	Donald Trump	AGAINST	mtsd
2953	Donald Trump	AGAINST	mtsd
2954	Donald Trump	FAVOR	mtsd
2955	Donald Trump	FAVOR	mtsd
2956	Donald Trump	AGAINST	mtsd
2957	Donald Trump	AGAINST	mtsd
2958	Donald Trump	NONE	mtsd
2959	Donald Trump	FAVOR	mtsd
2960	Donald Trump	FAVOR	mtsd
2961	Donald Trump	FAVOR	mtsd
2962	Donald Trump	FAVOR	mtsd
2963	Donald Trump	FAVOR	mtsd
2964	Donald Trump	NONE	mtsd
2965	Donald Trump	FAVOR	mtsd
2966	Donald Trump	AGAINST	mtsd
2967	Donald Trump	FAVOR	mtsd
2968	Donald Trump	AGAINST	mtsd
2969	Donald Trump	AGAINST	mtsd
2970	Donald Trump	FAVOR	mtsd
2971	Donald Trump	FAVOR	mtsd
2972	Donald Trump	FAVOR	mtsd
2973	Donald Trump	FAVOR	mtsd
2974	Donald Trump	NONE	mtsd
2975	Donald Trump	NONE	mtsd
2976	Donald Trump	FAVOR	mtsd
2977	Donald Trump	NONE	mtsd
2978	Donald Trump	AGAINST	mtsd
2979	Donald Trump	NONE	mtsd
2980	Donald Trump	AGAINST	mtsd
2981	Donald Trump	AGAINST	mtsd
2982	Donald Trump	NONE	mtsd
